District,Region,AC Name,AC No,AC_Type,Year,Rank,Candidate Name,Party,Votes,Candidate_Type,Valid_Votes,Electors,Turnout_Percentage,Voteshare Percentage,Margin Per,Margin
MAHOBA,BUNDELKHAND,MAHOBA,230,GEN,2017,1,RAKESH KUMAR GOSWAMI,BJP,88291,GEN,197273,298835,66.01,44.76,-15.91043883,-31387
MAHOBA,BUNDELKHAND,MAHOBA,230,GEN,2017,2,SIDDH GOPAL SAHU,SP,56904,GEN,197273,298835,66.01,28.85,15.91043883,31387
MAHOBA,BUNDELKHAND,MAHOBA,230,GEN,2017,3,ARIMARDAN SINGH,BSP,41915,GEN,197273,298835,66.01,21.25,23.50853893,46376
MAHOBA,BUNDELKHAND,MAHOBA,230,GEN,2017,4,None of the Above,NOTA,2720,,197273,298835,66.01,1.38,43.37694464,85571
MAHOBA,BUNDELKHAND,MAHOBA,230,GEN,2017,5,MUNNALAL DHURIYA,BSCP,1670,GEN,197273,298835,66.01,0.85,43.90920197,86621
MAHOBA,BUNDELKHAND,MAHOBA,230,GEN,2017,6,UTTAM SINGH,RLD,1577,GEN,197273,298835,66.01,0.8,43.95634476,86714
MAHOBA,BUNDELKHAND,MAHOBA,230,GEN,2017,7,PRAMOD KUMAR,JANADIP,1227,GEN,197273,298835,66.01,0.62,44.13376387,87064
MAHOBA,BUNDELKHAND,MAHOBA,230,GEN,2017,8,RAMSWAROOP,IND,844,GEN,197273,298835,66.01,0.43,44.32791107,87447
MAHOBA,BUNDELKHAND,MAHOBA,230,GEN,2017,9,SANJAY KUMAR,IND,843,GEN,197273,298835,66.01,0.43,44.32841798,87448
MAHOBA,BUNDELKHAND,MAHOBA,230,GEN,2017,10,RAKESH SINGH,IND,726,GEN,197273,298835,66.01,0.37,44.38772665,87565
MAHOBA,BUNDELKHAND,MAHOBA,230,GEN,2017,11,SAVITA SINGH,FJP,556,GEN,197273,298835,66.01,0.28,44.47390165,87735
MAHOBA,BUNDELKHAND,CHARKHARI,231,GEN,2017,1,BRIJBHUSHAN RAJPOOT ALIAS GUDDU BHAIYA,BJP,98360,GEN,213705,322422,66.28,46.03,-20.59568096,-44014
MAHOBA,BUNDELKHAND,CHARKHARI,231,GEN,2017,2,URMILA DEVI,SP,54346,GEN,213705,322422,66.28,25.43,20.59568096,44014
MAHOBA,BUNDELKHAND,CHARKHARI,231,GEN,2017,3,JITENDRA KUMAR MISHRA,BSP,47408,GEN,213705,322422,66.28,22.18,23.8422124,50952
MAHOBA,BUNDELKHAND,CHARKHARI,231,GEN,2017,4,None of the Above,NOTA,2775,,213705,322422,66.28,1.3,44.72754498,95585
MAHOBA,BUNDELKHAND,CHARKHARI,231,GEN,2017,5,HEMLATA KUSHWAHA,JAM,2178,GEN,213705,322422,66.28,1.02,45.00690204,96182
MAHOBA,BUNDELKHAND,CHARKHARI,231,GEN,2017,6,SUSHEEL KUMAR,BSCP,2023,GEN,213705,322422,66.28,0.95,45.07943193,96337
MAHOBA,BUNDELKHAND,CHARKHARI,231,GEN,2017,7,DILIP SINGH,RLD,1627,GEN,213705,322422,66.28,0.76,45.2647341,96733
MAHOBA,BUNDELKHAND,CHARKHARI,231,GEN,2017,8,ARJUN SINGH,IND,1269,GEN,213705,322422,66.28,0.59,45.43225474,97091
MAHOBA,BUNDELKHAND,CHARKHARI,231,GEN,2017,9,PREMCHANDRA,IND,1261,GEN,213705,322422,66.28,0.59,45.43599822,97099
MAHOBA,BUNDELKHAND,CHARKHARI,231,GEN,2017,10,LAXMI PRASAD,IND,1061,GEN,213705,322422,66.28,0.5,45.52958518,97299
MAHOBA,BUNDELKHAND,CHARKHARI,231,GEN,2017,11,RAMBHUVAN SINGH ALIAS PRABHAT,IND,754,GEN,213705,322422,66.28,0.35,45.67324115,97606
MAHOBA,BUNDELKHAND,CHARKHARI,231,GEN,2017,12,KUNWAR LAL,IND,643,SC,213705,322422,66.28,0.3,45.72518191,97717
BANDA,BUNDELKHAND,TINDWARI,232,GEN,2017,1,BRAJESH KUMAR PRAJAPATI,BJP,82197,GEN,184823,309634,59.69,44.47,-20.23936415,-37407
BANDA,BUNDELKHAND,TINDWARI,232,GEN,2017,2,JAGDISH PRASAD PRAJAPATI,BSP,44790,GEN,184823,309634,59.69,24.23,20.23936415,37407
BANDA,BUNDELKHAND,TINDWARI,232,GEN,2017,3,DALJEET SINGH,INC,42089,GEN,184823,309634,59.69,22.77,21.70076235,40108
BANDA,BUNDELKHAND,TINDWARI,232,GEN,2017,4,RAMKARAN SINGH BACHCHAN,LD,4688,GEN,184823,309634,59.69,2.54,41.93688015,77509
BANDA,BUNDELKHAND,TINDWARI,232,GEN,2017,5,SHYAM BABU,CPI,3304,GEN,184823,309634,59.69,1.79,42.6857047,78893
BANDA,BUNDELKHAND,TINDWARI,232,GEN,2017,6,None of the Above,NOTA,2875,,184823,309634,59.69,1.56,42.91781867,79322
BANDA,BUNDELKHAND,TINDWARI,232,GEN,2017,7,YOGENDRA SINGH,IND,1035,GEN,184823,309634,59.69,0.56,43.91336576,81162
BANDA,BUNDELKHAND,TINDWARI,232,GEN,2017,8,SURESH KUMAR NISHAD,BMUP,1034,GEN,184823,309634,59.69,0.56,43.91390682,81163
BANDA,BUNDELKHAND,TINDWARI,232,GEN,2017,9,SHIVVILAS SINGH,IND,1000,GEN,184823,309634,59.69,0.54,43.9323028,81197
BANDA,BUNDELKHAND,TINDWARI,232,GEN,2017,10,ACHCHHE LAL,JANADIP,823,GEN,184823,309634,59.69,0.45,44.0280701,81374
BANDA,BUNDELKHAND,TINDWARI,232,GEN,2017,11,BABITA DEVI,ASP,537,SC,184823,309634,59.69,0.29,44.18281275,81660
BANDA,BUNDELKHAND,TINDWARI,232,GEN,2017,12,DILEEP KUMAR,KYP,451,GEN,184823,309634,59.69,0.24,44.22934375,81746
BANDA,BUNDELKHAND,BABERU,233,GEN,2017,1,CHANDRAPAL KUSHWAHA,BJP,76187,GEN,193900,327885,59.14,39.29,-11.50128932,-22301
BANDA,BUNDELKHAND,BABERU,233,GEN,2017,2,KIRAN YADAV,BSP,53886,GEN,193900,327885,59.14,27.79,11.50128932,22301
BANDA,BUNDELKHAND,BABERU,233,GEN,2017,3,BISHAMBHAR SINGH,SP,51693,GEN,193900,327885,59.14,26.66,12.63228468,24494
BANDA,BUNDELKHAND,BABERU,233,GEN,2017,4,None of the Above,NOTA,3559,,193900,327885,59.14,1.84,37.45642084,72628
BANDA,BUNDELKHAND,BABERU,233,GEN,2017,5,RAJBAHADUR,IND,2881,GEN,193900,327885,59.14,1.49,37.80608561,73306
BANDA,BUNDELKHAND,BABERU,233,GEN,2017,6,HASEEB ALI,CPI,2788,GEN,193900,327885,59.14,1.44,37.85404848,73399
BANDA,BUNDELKHAND,BABERU,233,GEN,2017,7,SHIV SHARAN,JANADIP,1941,GEN,193900,327885,59.14,1,38.29087158,74246
BANDA,BUNDELKHAND,BABERU,233,GEN,2017,8,JAGROOP BHASKAR,ASP,965,SC,193900,327885,59.14,0.5,38.79422383,75222
BANDA,BUNDELKHAND,NARAINI,234,SC,2017,1,RAJ KARAN KABIR,BJP,92412,SC,204001,335788,60.75,45.3,-22.06214675,-45007
BANDA,BUNDELKHAND,NARAINI,234,SC,2017,2,BHARAT LAL DIWAKAR,INC,47405,SC,204001,335788,60.75,23.24,22.06214675,45007
BANDA,BUNDELKHAND,NARAINI,234,SC,2017,3,GAYACHARAN DINKAR,BSP,44610,SC,204001,335788,60.75,21.87,23.43223808,47802
BANDA,BUNDELKHAND,NARAINI,234,SC,2017,4,None of the Above,NOTA,3655,,204001,335788,60.75,1.79,43.50812006,88757
BANDA,BUNDELKHAND,NARAINI,234,SC,2017,5,DAYA RAM,CPI,3344,SC,204001,335788,60.75,1.64,43.66057029,89068
BANDA,BUNDELKHAND,NARAINI,234,SC,2017,6,MATA PRASAD,IND,2442,SC,204001,335788,60.75,1.2,44.10272499,89970
BANDA,BUNDELKHAND,NARAINI,234,SC,2017,7,RAMESHCHANDRA KURIL,RLD,2407,SC,204001,335788,60.75,1.18,44.11988177,90005
BANDA,BUNDELKHAND,NARAINI,234,SC,2017,8,RAMKRIPAL,IND,1899,SC,204001,335788,60.75,0.93,44.36890015,90513
BANDA,BUNDELKHAND,NARAINI,234,SC,2017,9,BABOORAM VERMA,ASP,1503,SC,204001,335788,60.75,0.74,44.56301685,90909
BANDA,BUNDELKHAND,NARAINI,234,SC,2017,10,RAMCHARAN,IND,1083,SC,204001,335788,60.75,0.53,44.76889819,91329
BANDA,BUNDELKHAND,NARAINI,234,SC,2017,11,RAJENDRA KUMAR,IND,972,SC,204001,335788,60.75,0.48,44.82330969,91440
BANDA,BUNDELKHAND,NARAINI,234,SC,2017,12,RAM KHELAVAN,BMUP,826,SC,204001,335788,60.75,0.4,44.89487797,91586
BANDA,BUNDELKHAND,NARAINI,234,SC,2017,13,RAMKISHOR,IND,770,SC,204001,335788,60.75,0.38,44.92232881,91642
BANDA,BUNDELKHAND,NARAINI,234,SC,2017,14,ARUN KUMAR,IND,673,SC,204001,335788,60.75,0.33,44.9698776,91739
BANDA,BUNDELKHAND,BANDA,235,GEN,2017,1,PRAKASH DWIVEDI,BJP,83169,GEN,182334,304204,59.94,45.61,-18.00432174,-32828
BANDA,BUNDELKHAND,BANDA,235,GEN,2017,2,MADHUSUDAN KUSHWAHA,BSP,50341,GEN,182334,304204,59.94,27.61,18.00432174,32828
BANDA,BUNDELKHAND,BANDA,235,GEN,2017,3,VIVEK KUMAR SINGH,INC,32223,GEN,182334,304204,59.94,17.67,27.94103129,50946
BANDA,BUNDELKHAND,BANDA,235,GEN,2017,4,MOHD. ASLAM,IND,2736,GEN,182334,304204,59.94,1.5,44.11300141,80433
BANDA,BUNDELKHAND,BANDA,235,GEN,2017,5,SHYAM SUNDER SINGH,CPI,1953,GEN,182334,304204,59.94,1.07,44.54243312,81216
BANDA,BUNDELKHAND,BANDA,235,GEN,2017,6,VIMAL KRISHAN,SARSAMP,1642,GEN,182334,304204,59.94,0.9,44.71299922,81527
BANDA,BUNDELKHAND,BANDA,235,GEN,2017,7,MOHD. IRFAN,IND,1399,GEN,182334,304204,59.94,0.77,44.84627113,81770
BANDA,BUNDELKHAND,BANDA,235,GEN,2017,8,RAM PRAKASH,JANADIP,1099,GEN,182334,304204,59.94,0.6,45.01080435,82070
BANDA,BUNDELKHAND,BANDA,235,GEN,2017,9,RAVINDRA NATH GUPTA,RLD,991,GEN,182334,304204,59.94,0.54,45.07003631,82178
BANDA,BUNDELKHAND,BANDA,235,GEN,2017,10,None of the Above,NOTA,979,,182334,304204,59.94,0.54,45.07661764,82190
BANDA,BUNDELKHAND,BANDA,235,GEN,2017,11,GULAB CHANDRA KUSHWAHA,BSCP,861,GEN,182334,304204,59.94,0.47,45.14133404,82308
BANDA,BUNDELKHAND,BANDA,235,GEN,2017,12,KAMTA PRASAD TRIVEDI,IND,673,GEN,182334,304204,59.94,0.37,45.24444152,82496
BANDA,BUNDELKHAND,BANDA,235,GEN,2017,13,RAM PRAVESH YADAV,CPI(ML)(L),576,GEN,182334,304204,59.94,0.32,45.29764059,82593
BANDA,BUNDELKHAND,BANDA,235,GEN,2017,14,RAMAUTAR,BMUP,530,SC,182334,304204,59.94,0.29,45.32286902,82639
BANDA,BUNDELKHAND,BANDA,235,GEN,2017,15,GYANENDRA SRIVASTAVA,IND,515,GEN,182334,304204,59.94,0.28,45.33109568,82654
BANDA,BUNDELKHAND,BANDA,235,GEN,2017,16,SANJEEV GUPTA,IND,476,GEN,182334,304204,59.94,0.26,45.352485,82693
BANDA,BUNDELKHAND,BANDA,235,GEN,2017,17,RAMESH KUMAR,SWAJANPA,476,SC,182334,304204,59.94,0.26,45.352485,82693
BANDA,BUNDELKHAND,BANDA,235,GEN,2017,18,AMIT,SHS,434,SC,182334,304204,59.94,0.24,45.37551965,82735
BANDA,BUNDELKHAND,BANDA,235,GEN,2017,19,RAMSHARAN,IND,339,GEN,182334,304204,59.94,0.19,45.42762184,82830
BANDA,BUNDELKHAND,BANDA,235,GEN,2017,20,RANJEET,LD,324,GEN,182334,304204,59.94,0.18,45.4358485,82845
BANDA,BUNDELKHAND,BANDA,235,GEN,2017,21,MOHD. TAUFIQUE,ASP,300,GEN,182334,304204,59.94,0.16,45.44901116,82869
BANDA,BUNDELKHAND,BANDA,235,GEN,2017,22,RAVIKANT,JAM,298,GEN,182334,304204,59.94,0.16,45.45010804,82871
CHITRAKOOT,BUNDELKHAND,CHITRAKOOT,236,GEN,2017,1,CHANDRIKA PRASAD UPADHYAY,BJP,90366,GEN,221199,356631,62.02,40.85,-12.17727024,-26936
CHITRAKOOT,BUNDELKHAND,CHITRAKOOT,236,GEN,2017,2,VEER SINGH,SP,63430,GEN,221199,356631,62.02,28.68,12.17727024,26936
CHITRAKOOT,BUNDELKHAND,CHITRAKOOT,236,GEN,2017,3,JAGDISH PRASAD GAUTAM,BSP,47780,GEN,221199,356631,62.02,21.6,19.25234743,42586
CHITRAKOOT,BUNDELKHAND,CHITRAKOOT,236,GEN,2017,4,None of the Above,NOTA,3529,,221199,356631,62.02,1.6,39.25741075,86837
CHITRAKOOT,BUNDELKHAND,CHITRAKOOT,236,GEN,2017,5,AMIT YADAV,CPI,3378,GEN,221199,356631,62.02,1.53,39.32567507,86988
CHITRAKOOT,BUNDELKHAND,CHITRAKOOT,236,GEN,2017,6,UGRASEN,NINSHAD,2679,GEN,221199,356631,62.02,1.21,39.64168012,87687
CHITRAKOOT,BUNDELKHAND,CHITRAKOOT,236,GEN,2017,7,CHHEDILAL,JAM,2543,GEN,221199,356631,62.02,1.15,39.70316322,87823
CHITRAKOOT,BUNDELKHAND,CHITRAKOOT,236,GEN,2017,8,CHANDRA KISHOR DWIVEDI,ABHM,1746,GEN,221199,356631,62.02,0.79,40.06347226,88620
CHITRAKOOT,BUNDELKHAND,CHITRAKOOT,236,GEN,2017,9,ASHISH SINGH,RLD,1237,GEN,221199,356631,62.02,0.56,40.2935818,89129
CHITRAKOOT,BUNDELKHAND,CHITRAKOOT,236,GEN,2017,10,SHIVA KANT SHASTRI,IND,1186,GEN,221199,356631,62.02,0.54,40.31663796,89180
CHITRAKOOT,BUNDELKHAND,CHITRAKOOT,236,GEN,2017,11,DURGESH,BMUP,1147,GEN,221199,356631,62.02,0.52,40.33426914,89219
CHITRAKOOT,BUNDELKHAND,CHITRAKOOT,236,GEN,2017,12,SATYNARAYAN,IND,1136,GEN,221199,356631,62.02,0.51,40.33924204,89230
CHITRAKOOT,BUNDELKHAND,CHITRAKOOT,236,GEN,2017,13,CHANDAN SINGH,SWAJANPA,1042,SC,221199,356631,62.02,0.47,40.38173771,89324
CHITRAKOOT,BUNDELKHAND,MANIKPUR,237,GEN,2017,1,R.K. SINGH PATEL,BJP,84988,GEN,194557,325694,59.74,43.68,-22.85397082,-44464
CHITRAKOOT,BUNDELKHAND,MANIKPUR,237,GEN,2017,2,SAMPAT PAL,INC,40524,GEN,194557,325694,59.74,20.83,22.85397082,44464
CHITRAKOOT,BUNDELKHAND,MANIKPUR,237,GEN,2017,3,CHANDRABHAN SINGH PATEL,BSP,32498,GEN,194557,325694,59.74,16.7,26.97924002,52490
CHITRAKOOT,BUNDELKHAND,MANIKPUR,237,GEN,2017,4,DADDU PRASAD,BMUP,9697,SC,194557,325694,59.74,4.98,38.6986847,75291
CHITRAKOOT,BUNDELKHAND,MANIKPUR,237,GEN,2017,5,SUKHLAL NISHAD,NINSHAD,5329,GEN,194557,325694,59.74,2.74,40.94378511,79659
CHITRAKOOT,BUNDELKHAND,MANIKPUR,237,GEN,2017,6,DINESH PRASAD,RLD,4611,GEN,194557,325694,59.74,2.37,41.31282863,80377
CHITRAKOOT,BUNDELKHAND,MANIKPUR,237,GEN,2017,7,None of the Above,NOTA,3752,,194557,325694,59.74,1.93,41.75434449,81236
CHITRAKOOT,BUNDELKHAND,MANIKPUR,237,GEN,2017,8,AKHILESH KUMAR,RAJSPTY,2203,GEN,194557,325694,59.74,1.13,42.55051219,82785
CHITRAKOOT,BUNDELKHAND,MANIKPUR,237,GEN,2017,9,RAMDAYAL,IND,2102,GEN,194557,325694,59.74,1.08,42.602425,82886
CHITRAKOOT,BUNDELKHAND,MANIKPUR,237,GEN,2017,10,SHEKH KHUDABAKHS,IND,1959,GEN,194557,325694,59.74,1.01,42.67592531,83029
CHITRAKOOT,BUNDELKHAND,MANIKPUR,237,GEN,2017,11,SATYADEV,IND,1848,GEN,194557,325694,59.74,0.95,42.732978,83140
CHITRAKOOT,BUNDELKHAND,MANIKPUR,237,GEN,2017,12,HAJARI LAL,JAM,1618,GEN,194557,325694,59.74,0.83,42.85119528,83370
CHITRAKOOT,BUNDELKHAND,MANIKPUR,237,GEN,2017,13,ABHISHEK DWIVEDI,SWAP,1249,GEN,194557,325694,59.74,0.64,43.04085692,83739
CHITRAKOOT,BUNDELKHAND,MANIKPUR,237,GEN,2017,14,SARYU PRASAD KESHRVANI,SHS,1239,GEN,194557,325694,59.74,0.64,43.0459968,83749
CHITRAKOOT,BUNDELKHAND,MANIKPUR,237,GEN,2017,15,INDRAPAL,IND,940,GEN,194557,325694,59.74,0.48,43.19967927,84048
FATEHPUR,DOAB,JAHANABAD,238,GEN,2017,1,JAI KUMAR SINGH JAIKI,ADAL,81438,GEN,181500,296282,61.26,44.87,-26.2292011,-47606
FATEHPUR,DOAB,JAHANABAD,238,GEN,2017,2,MADANGOPAL VERMA,SP,33832,GEN,181500,296282,61.26,18.64,26.2292011,47606
FATEHPUR,DOAB,JAHANABAD,238,GEN,2017,3,RAM NARAYAN NISHAD,BSP,32010,GEN,181500,296282,61.26,17.64,27.23305785,49428
FATEHPUR,DOAB,JAHANABAD,238,GEN,2017,4,ADITYA PANDEY,RLD,21812,GEN,181500,296282,61.26,12.02,32.85179063,59626
FATEHPUR,DOAB,JAHANABAD,238,GEN,2017,5,VIVEK KUMAR,BSCP,2117,GEN,181500,296282,61.26,1.17,43.7030303,79321
FATEHPUR,DOAB,JAHANABAD,238,GEN,2017,6,PREM NARAYAN,AKBSD,1519,GEN,181500,296282,61.26,0.84,44.03250689,79919
FATEHPUR,DOAB,JAHANABAD,238,GEN,2017,7,MANOJ KUMAR,JHJBP,1262,GEN,181500,296282,61.26,0.7,44.17410468,80176
FATEHPUR,DOAB,JAHANABAD,238,GEN,2017,8,None of the Above,NOTA,1262,,181500,296282,61.26,0.7,44.17410468,80176
FATEHPUR,DOAB,JAHANABAD,238,GEN,2017,9,GRISH CHANDRA,BSRD,1230,GEN,181500,296282,61.26,0.68,44.19173554,80208
FATEHPUR,DOAB,JAHANABAD,238,GEN,2017,10,SHRIRAM,SADA,856,GEN,181500,296282,61.26,0.47,44.39779614,80582
FATEHPUR,DOAB,JAHANABAD,238,GEN,2017,11,ANOOP SACHAN,JANADIP,853,GEN,181500,296282,61.26,0.47,44.39944904,80585
FATEHPUR,DOAB,JAHANABAD,238,GEN,2017,12,SHRINARAYAN,LD,783,GEN,181500,296282,61.26,0.43,44.43801653,80655
FATEHPUR,DOAB,JAHANABAD,238,GEN,2017,13,HARI PRASAD NISHAD,PMSP,756,GEN,181500,296282,61.26,0.42,44.45289256,80682
FATEHPUR,DOAB,JAHANABAD,238,GEN,2017,14,JAGDISHWAR,IND,726,GEN,181500,296282,61.26,0.4,44.46942149,80712
FATEHPUR,DOAB,JAHANABAD,238,GEN,2017,15,KRISHNA DUTT,FJP,579,GEN,181500,296282,61.26,0.32,44.55041322,80859
FATEHPUR,DOAB,JAHANABAD,238,GEN,2017,16,SHIVNARAYAN,BIRK,465,GEN,181500,296282,61.26,0.26,44.61322314,80973
FATEHPUR,DOAB,BINDKI,239,GEN,2017,1,KARAN SINGH PATEL,BJP,97996,GEN,183971,296986,61.95,53.27,-30.64504732,-56378
FATEHPUR,DOAB,BINDKI,239,GEN,2017,2,RAMESHWAR DAYAL,SP,41618,GEN,183971,296986,61.95,22.62,30.64504732,56378
FATEHPUR,DOAB,BINDKI,239,GEN,2017,3,SUKHDEV PRASAD VERMA,BSP,32297,GEN,183971,296986,61.95,17.56,35.71160672,65699
FATEHPUR,DOAB,BINDKI,239,GEN,2017,4,None of the Above,NOTA,2142,,183971,296986,61.95,1.16,52.10277707,95854
FATEHPUR,DOAB,BINDKI,239,GEN,2017,5,ABHIMANYU SINGH,INC,2002,GEN,183971,296986,61.95,1.09,52.17887602,95994
FATEHPUR,DOAB,BINDKI,239,GEN,2017,6,AMARJEET SINGH JANSEWAK,LD,1745,GEN,183971,296986,61.95,0.95,52.31857195,96251
FATEHPUR,DOAB,BINDKI,239,GEN,2017,7,SHAHEEN HASAN,RLD,1561,GEN,183971,296986,61.95,0.85,52.41858771,96435
FATEHPUR,DOAB,BINDKI,239,GEN,2017,8,SEWALAL SONKAR,IND,1540,SC,183971,296986,61.95,0.84,52.43000255,96456
FATEHPUR,DOAB,BINDKI,239,GEN,2017,9,ACHARYA SUBHASH CHANDRA TRIPATHI,AKBSD,1493,GEN,183971,296986,61.95,0.81,52.45555006,96503
FATEHPUR,DOAB,BINDKI,239,GEN,2017,10,RAMBABU,JHJBP,608,GEN,183971,296986,61.95,0.33,52.93660414,97388
FATEHPUR,DOAB,BINDKI,239,GEN,2017,11,RITA DEVI,BMUP,542,SC,183971,296986,61.95,0.29,52.97247936,97454
FATEHPUR,DOAB,BINDKI,239,GEN,2017,12,MUBARAK ALI,FJP,427,GEN,183971,296986,61.95,0.23,53.03498921,97569
FATEHPUR,DOAB,FATEHPUR,240,GEN,2017,1,VIKRAM SINGH,BJP,89481,GEN,195168,332514,58.69,45.85,-16.13891622,-31498
FATEHPUR,DOAB,FATEHPUR,240,GEN,2017,2,CHANDRA PRAKASH LODHI,SP,57983,GEN,195168,332514,58.69,29.71,16.13891622,31498
FATEHPUR,DOAB,FATEHPUR,240,GEN,2017,3,SAMEER TRIVEDI,BSP,35548,GEN,195168,332514,58.69,18.21,27.63414084,53933
FATEHPUR,DOAB,FATEHPUR,240,GEN,2017,4,GAYA PRASAD,CPM,2013,GEN,195168,332514,58.69,1.03,44.81677324,87468
FATEHPUR,DOAB,FATEHPUR,240,GEN,2017,5,None of the Above,NOTA,1961,,195168,332514,58.69,1,44.84341695,87520
FATEHPUR,DOAB,FATEHPUR,240,GEN,2017,6,SAURABH MISHRA,IND,1744,GEN,195168,332514,58.69,0.89,44.95460321,87737
FATEHPUR,DOAB,FATEHPUR,240,GEN,2017,7,VIKRAM SINGH LODHI,RLD,1614,GEN,195168,332514,58.69,0.83,45.02121249,87867
FATEHPUR,DOAB,FATEHPUR,240,GEN,2017,8,RAJ KUMAR LODHI,IND,909,GEN,195168,332514,58.69,0.47,45.38243974,88572
FATEHPUR,DOAB,FATEHPUR,240,GEN,2017,9,MO. ANWAR ALI,SARP,815,GEN,195168,332514,58.69,0.42,45.43060338,88666
FATEHPUR,DOAB,FATEHPUR,240,GEN,2017,10,RAMESH KUMAR GUPTA,PSJP,677,GEN,195168,332514,58.69,0.35,45.50131169,88804
FATEHPUR,DOAB,FATEHPUR,240,GEN,2017,11,DURGA PRASAD GUPTA,IND,548,GEN,195168,332514,58.69,0.28,45.56740859,88933
FATEHPUR,DOAB,FATEHPUR,240,GEN,2017,12,GANGA PRASAD SINGH LODHI,IND,513,GEN,195168,332514,58.69,0.26,45.58534186,88968
FATEHPUR,DOAB,FATEHPUR,240,GEN,2017,13,BABU RAM,IND,480,GEN,195168,332514,58.69,0.25,45.60225037,89001
FATEHPUR,DOAB,FATEHPUR,240,GEN,2017,14,KAMLESH KUMARI,BSCP,456,SC,195168,332514,58.69,0.23,45.61454747,89025
FATEHPUR,DOAB,FATEHPUR,240,GEN,2017,15,SURESH,BMUP,426,SC,195168,332514,58.69,0.22,45.62991884,89055
FATEHPUR,DOAB,AYAH SHAH,241,GEN,2017,1,VIKAS GUPTA,BJP,81203,GEN,150934,260518,57.94,53.8,-34.4289557,-51965
FATEHPUR,DOAB,AYAH SHAH,241,GEN,2017,2,AYODHYA PRASAD,SP,29238,GEN,150934,260518,57.94,19.37,34.4289557,51965
FATEHPUR,DOAB,AYAH SHAH,241,GEN,2017,3,RAMBAHADUR,BSP,27365,GEN,150934,260518,57.94,18.13,35.66989545,53838
FATEHPUR,DOAB,AYAH SHAH,241,GEN,2017,4,ABBAS MEHNDI,PECP,2159,GEN,150934,260518,57.94,1.43,52.36991003,79044
FATEHPUR,DOAB,AYAH SHAH,241,GEN,2017,5,DEV KUMAR,RLD,1708,GEN,150934,260518,57.94,1.13,52.66871613,79495
FATEHPUR,DOAB,AYAH SHAH,241,GEN,2017,6,SUKHRAJ,IND,1691,GEN,150934,260518,57.94,1.12,52.67997933,79512
FATEHPUR,DOAB,AYAH SHAH,241,GEN,2017,7,None of the Above,NOTA,1600,,150934,260518,57.94,1.06,52.74027058,79603
FATEHPUR,DOAB,AYAH SHAH,241,GEN,2017,8,HEMLATA,IND,1526,GEN,150934,260518,57.94,1.01,52.78929863,79677
FATEHPUR,DOAB,AYAH SHAH,241,GEN,2017,9,BHOLA NATH,IND,953,SC,150934,260518,57.94,0.63,53.16893477,80250
FATEHPUR,DOAB,AYAH SHAH,241,GEN,2017,10,B.L.RAI,IND,823,SC,150934,260518,57.94,0.55,53.25506513,80380
FATEHPUR,DOAB,AYAH SHAH,241,GEN,2017,11,RAMRAJ,IND,788,GEN,150934,260518,57.94,0.52,53.27825407,80415
FATEHPUR,DOAB,AYAH SHAH,241,GEN,2017,12,KRISHNA PAL AWASTHI,IND,458,GEN,150934,260518,57.94,0.3,53.49689268,80745
FATEHPUR,DOAB,AYAH SHAH,241,GEN,2017,13,RAJ KUMAR,IND,448,GEN,150934,260518,57.94,0.3,53.50351809,80755
FATEHPUR,DOAB,AYAH SHAH,241,GEN,2017,14,HORALAL,BKRP,358,SC,150934,260518,57.94,0.24,53.56314681,80845
FATEHPUR,DOAB,AYAH SHAH,241,GEN,2017,15,CHHOTELAL,PMSP,333,GEN,150934,260518,57.94,0.22,53.57971034,80870
FATEHPUR,DOAB,AYAH SHAH,241,GEN,2017,16,KRISHNA PAL,IND,283,GEN,150934,260518,57.94,0.19,53.6128374,80920
FATEHPUR,DOAB,HUSAINGANJ,242,GEN,2017,1,RANVENDRA PRATAP SINGH URF DHUNNI BHAIYA,BJP,73595,GEN,175664,286821,61.25,41.9,-10.58441115,-18593
FATEHPUR,DOAB,HUSAINGANJ,242,GEN,2017,2,USHA MAURYA,INC,55002,GEN,175664,286821,61.25,31.31,10.58441115,18593
FATEHPUR,DOAB,HUSAINGANJ,242,GEN,2017,3,MO. ASIF,BSP,34415,GEN,175664,286821,61.25,19.59,22.30394389,39180
FATEHPUR,DOAB,HUSAINGANJ,242,GEN,2017,4,RAKESH PRAJAPATI,CPI,3416,GEN,175664,286821,61.25,1.94,39.95070134,70179
FATEHPUR,DOAB,HUSAINGANJ,242,GEN,2017,5,None of the Above,NOTA,2361,,175664,286821,61.25,1.34,40.55127972,71234
FATEHPUR,DOAB,HUSAINGANJ,242,GEN,2017,6,PAPPU SINGH,RLD,2291,GEN,175664,286821,61.25,1.3,40.59112852,71304
FATEHPUR,DOAB,HUSAINGANJ,242,GEN,2017,7,RAJESH KUMAR SAHU (RAJU SAHU),IND,1275,GEN,175664,286821,61.25,0.73,41.16950542,72320
FATEHPUR,DOAB,HUSAINGANJ,242,GEN,2017,8,ISRAR,IND,755,GEN,175664,286821,61.25,0.43,41.46552509,72840
FATEHPUR,DOAB,HUSAINGANJ,242,GEN,2017,9,SHAMSHER SINGH,FJP,724,GEN,175664,286821,61.25,0.41,41.48317242,72871
FATEHPUR,DOAB,HUSAINGANJ,242,GEN,2017,10,ASHIS,SHS,699,GEN,175664,286821,61.25,0.4,41.49740414,72896
